Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.S_1003130-DA44,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA45,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA46,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA47,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA48,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA49,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA50,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA51,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA52,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA53,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA54,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA55,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA56,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA57,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA58,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA59,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA60,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA61,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA62,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA63,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA64,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA65,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA66,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA67,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA68,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA69,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA70,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA71,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA72,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA73,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA74,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA75,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA76,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA77,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA78,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA79,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA80,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA81,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA82,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA83,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA84,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA85,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA86,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA87,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA88,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA89,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA90,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA91,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA92,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA93,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA94,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA95,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA96,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA97,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA98,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA99,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA100,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA101,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA102,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA103,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA104,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA105,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA106,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA107,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA108,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA109,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
Line.S_1003130-DA110,    2.99987,   -94.46,    2.99986,   145.60,    3.00025,    25.54,          0,     0.00, 0.00295709,  -112.74,    2.99991,    85.54,     2.9999,   -34.40,    3.00029,  -154.47,          0,     0.00, 0.00295709,    67.26
